ClientID,Sex,Education,Marriage,Age,Age Band,Credit Limit,Credit Limit Band,Utilization Rate,Ever Delayed,Max Delay (months),Months Delayed (count),Payment Trend,Risk Segment,Default
27205,Male,High school,Married,39,31-40,130000,Q3,0.0688974358974359,No,0,0,0,Low risk (neither),No default
27206,Male,University,Married,47,41-50,240000,Q4,0.4838361111111111,Yes,2,2,11193,High risk (delayed + high util),No default
27207,Male,University,Married,41,41-50,90000,Q2,0.5883759259259259,No,0,0,-4471,Medium risk (one factor),No default
27208,Male,University,Married,41,41-50,190000,Q4,0.4723070175438596,Yes,2,1,-2000,High risk (delayed + high util),No default
27209,Male,Graduate school,Married,41,41-50,20000,Q1 (lowest),0.7907583333333333,No,0,0,-1493,Medium risk (one factor),No default
27210,Male,University,Married,40,31-40,50000,Q1 (lowest),0.9530233333333332,Yes,2,4,3000,High risk (delayed + high util),Default
27211,Male,Graduate school,Single,27,21-30,160000,Q3,0.0093927083333333,No,0,0,1111,Low risk (neither),No default
27212,Male,High school,Single,31,31-40,60000,Q2,0.5665472222222223,Yes,2,4,-2000,High risk (delayed + high util),Default
27213,Male,Graduate school,Single,27,21-30,150000,Q3,0.2909522222222222,No,0,0,3000,Medium risk (one factor),No default
27214,Male,Graduate school,Single,27,21-30,100000,Q2,0.38094,Yes,2,4,-4540,High risk (delayed + high util),Default
27215,Male,University,Married,35,31-40,60000,Q2,0.3638416666666667,Yes,2,6,1700,High risk (delayed + high util),No default
27216,Male,Graduate school,Married,37,31-40,220000,Q4,0.0367234848484848,No,0,0,20059,Low risk (neither),No default
27217,Male,Graduate school,Single,49,41-50,130000,Q3,0.5491628205128205,Yes,2,6,100,High risk (delayed + high util),Default
27218,Male,High school,Single,42,41-50,10000,Q1 (lowest),0.6424,Yes,2,4,-345,High risk (delayed + high util),Default
27219,Male,High school,Single,31,31-40,200000,Q4,0.0123,No,0,0,1050,Low risk (neither),No default
27220,Male,High school,Married,42,41-50,150000,Q3,0.89051,No,0,0,2000,Medium risk (one factor),No default
27221,Male,Graduate school,Single,32,31-40,100000,Q2,0.26097,No,0,0,500,Low risk (neither),No default
27222,Male,University,Single,36,31-40,300000,Q5 (highest),0.9733633333333334,Yes,2,6,12399,High risk (delayed + high util),Default
27223,Male,Graduate school,Single,30,21-30,160000,Q3,0.00203125,Yes,1,1,325,Medium risk (one factor),Default
27224,Male,Graduate school,Single,31,31-40,500000,Q5 (highest),0.0193823333333333,No,0,0,-2300,Low risk (neither),No default
27225,Male,High school,Single,34,31-40,80000,Q2,0.8223333333333334,Yes,2,1,5000,High risk (delayed + high util),Default
27226,Male,University,Married,31,31-40,90000,Q2,0.8312203703703703,Yes,2,1,18000,High risk (delayed + high util),No default
27227,Male,Graduate school,Married,33,31-40,320000,Q5 (highest),0.0214026041666666,No,0,0,-1724,Low risk (neither),No default
27228,Male,Graduate school,Married,35,31-40,390000,Q5 (highest),0.1509452991452991,No,0,0,81728,Low risk (neither),No default
27229,Male,University,Married,40,31-40,30000,Q1 (lowest),0.46885,Yes,4,6,0,High risk (delayed + high util),Default
27230,Male,University,Married,34,31-40,170000,Q3,0.0337343137254902,Yes,1,1,-13074,Medium risk (one factor),No default
27231,Male,Graduate school,Single,36,31-40,200000,Q4,0.4589466666666666,Yes,2,3,0,High risk (delayed + high util),Default
27232,Male,Others,Married,48,41-50,380000,Q5 (highest),0.0432324561403508,No,0,0,-18251,Low risk (neither),No default
27233,Male,Graduate school,Married,43,41-50,260000,Q4,0.0013525641025641,No,0,0,-935,Low risk (neither),No default
27234,Male,Graduate school,Married,32,31-40,360000,Q5 (highest),0.014412037037037,No,0,0,-1374,Low risk (neither),No default
27235,Male,Graduate school,Married,35,31-40,240000,Q4,0.0548256944444444,No,0,0,-20803,Low risk (neither),No default
27236,Male,Graduate school,Single,31,31-40,100000,Q2,0.2312016666666666,Yes,2,4,2700,Medium risk (one factor),No default
27237,Male,University,Married,39,31-40,90000,Q2,0.7941518518518519,No,0,0,-3756,Medium risk (one factor),Default
27238,Male,University,Single,38,31-40,290000,Q5 (highest),0.0501252873563218,No,0,0,192,Low risk (neither),No default
27239,Male,High school,Single,42,41-50,80000,Q2,0.2419104166666666,Yes,2,1,3273,Medium risk (one factor),No default
27240,Male,Graduate school,Married,39,31-40,240000,Q4,0.0276326388888888,No,0,0,-18794,Low risk (neither),No default
27241,Male,Graduate school,Single,29,21-30,30000,Q1 (lowest),0.5217944444444444,No,0,0,-3390,Medium risk (one factor),No default
27242,Male,University,Married,42,41-50,30000,Q1 (lowest),0.9748055555555556,Yes,2,1,588,High risk (delayed + high util),No default
27243,Male,University,Single,33,31-40,50000,Q1 (lowest),0.39527,No,0,0,500,Medium risk (one factor),Default
27244,Male,High school,Married,37,31-40,180000,Q3,0.0089925925925925,No,0,0,-690,Low risk (neither),Default
27245,Male,University,Married,32,31-40,310000,Q5 (highest),0.0636591397849462,Yes,2,1,4000,Medium risk (one factor),No default
27246,Male,Graduate school,Single,35,31-40,80000,Q2,0.6371916666666667,No,0,0,1000,Medium risk (one factor),No default
27247,Male,University,Married,42,41-50,50000,Q1 (lowest),0.52537,Yes,2,3,-1000,High risk (delayed + high util),No default
27248,Male,High school,Single,35,31-40,390000,Q5 (highest),0.1793649572649572,No,0,0,5000,Low risk (neither),No default
27249,Male,Graduate school,Single,39,31-40,440000,Q5 (highest),0.1940075757575757,No,0,0,2895,Low risk (neither),No default
27250,Male,University,Single,30,21-30,50000,Q1 (lowest),0.0985666666666666,Yes,1,1,269,Medium risk (one factor),No default
27251,Male,Graduate school,Married,33,31-40,210000,Q4,0.6789706349206349,No,0,0,65,Medium risk (one factor),No default
27252,Male,High school,Single,34,31-40,230000,Q4,0.5478862318840579,No,0,0,1700,Medium risk (one factor),No default
27253,Male,University,Married,43,41-50,50000,Q1 (lowest),0.5816333333333333,No,0,0,900,Medium risk (one factor),No default
27254,Male,High school,Single,48,41-50,100000,Q2,0.0039,Yes,2,2,780,Medium risk (one factor),Default
27255,Male,Graduate school,Married,46,41-50,80000,Q2,0.5289583333333333,Yes,2,6,-2500,High risk (delayed + high util),No default
27256,Male,High school,Married,28,21-30,250000,Q4,0.5417133333333334,No,0,0,4975,Medium risk (one factor),No default
27257,Male,High school,Married,45,41-50,150000,Q3,0.0144011111111111,No,0,0,-806,Low risk (neither),No default
27258,Male,High school,Married,42,41-50,140000,Q3,0.74675,No,0,0,1995,Medium risk (one factor),No default
27259,Male,Graduate school,Married,35,31-40,530000,Q5 (highest),0.5925430817610062,No,0,0,-4759,Medium risk (one factor),No default
27260,Male,Graduate school,Single,30,21-30,20000,Q1 (lowest),0.9435333333333334,Yes,2,4,1000,High risk (delayed + high util),Default
27261,Male,Graduate school,Married,29,21-30,130000,Q3,0.464275641025641,No,0,0,1000,Medium risk (one factor),No default
27262,Male,High school,Single,34,31-40,20000,Q1 (lowest),0.7392083333333334,Yes,4,6,-2000,High risk (delayed + high util),No default
27263,Male,University,Married,38,31-40,50000,Q1 (lowest),0.7160833333333333,Yes,3,6,3500,High risk (delayed + high util),Default
27264,Male,High school,Single,37,31-40,470000,Q5 (highest),0.9830787234042552,Yes,2,2,-13600,High risk (delayed + high util),Default
27265,Male,University,Single,41,41-50,310000,Q5 (highest),0.7544811827956989,No,0,0,-177750,Medium risk (one factor),No default
27266,Male,University,Married,49,41-50,180000,Q3,4.1666666666666665e-05,No,0,0,-2380,Low risk (neither),No default
27267,Male,Graduate school,Married,45,41-50,310000,Q5 (highest),0.008913440860215,No,0,0,1174,Low risk (neither),No default
27268,Male,Graduate school,Married,42,41-50,160000,Q3,0.09644375,Yes,2,4,0,Medium risk (one factor),Default
27269,Male,University,Single,32,31-40,500000,Q5 (highest),0.2779873333333333,Yes,2,1,-7000,Medium risk (one factor),No default
27270,Male,University,Married,37,31-40,380000,Q5 (highest),0.6440609649122807,No,0,0,5516,Medium risk (one factor),No default
27271,Male,Others,Married,35,31-40,250000,Q4,0.0516086666666666,No,0,0,7193,Low risk (neither),No default
27272,Male,Graduate school,Single,39,31-40,500000,Q5 (highest),0.068068,No,0,0,79659,Low risk (neither),No default
27273,Male,Graduate school,Single,33,31-40,210000,Q4,0.0506888888888888,No,0,0,2796,Low risk (neither),No default
27274,Male,Graduate school,Married,46,41-50,250000,Q4,0.0003333333333333,No,0,0,0,Low risk (neither),Default
27275,Male,Graduate school,Single,28,21-30,60000,Q2,0.8755277777777777,Yes,2,1,1200,High risk (delayed + high util),No default
27276,Male,University,Married,44,41-50,200000,Q4,0.0445341666666666,No,0,0,-1331,Low risk (neither),No default
27277,Male,Graduate school,Married,30,21-30,200000,Q4,0.2244716666666666,Yes,2,6,2000,Medium risk (one factor),Default
27278,Male,University,Single,44,41-50,20000,Q1 (lowest),0.9321416666666666,Yes,2,4,-138,High risk (delayed + high util),No default
27279,Male,Graduate school,Married,41,41-50,360000,Q5 (highest),0.0031796296296296,No,0,0,251,Low risk (neither),Default
27280,Male,University,Married,39,31-40,100000,Q2,0.1521666666666666,No,0,0,0,Low risk (neither),No default
27281,Male,University,Married,37,31-40,180000,Q3,0.519975,No,0,0,1000,Medium risk (one factor),No default
27282,Male,Graduate school,Married,46,41-50,380000,Q5 (highest),0.0,Yes,1,1,0,Medium risk (one factor),No default
27283,Male,High school,Married,28,21-30,50000,Q1 (lowest),1.00374,No,0,0,-101,Medium risk (one factor),No default
27284,Male,Graduate school,Single,32,31-40,200000,Q4,0.7473208333333333,No,0,0,384,Medium risk (one factor),No default
27285,Male,Graduate school,Married,41,41-50,200000,Q4,0.0029,No,0,0,-119,Low risk (neither),Default
27286,Male,Graduate school,Single,32,31-40,280000,Q5 (highest),0.6923005952380952,No,0,0,3013,Medium risk (one factor),No default
27287,Male,Graduate school,Married,34,31-40,200000,Q4,0.10013,Yes,1,1,-618,Medium risk (one factor),No default
27288,Male,Graduate school,Single,30,21-30,150000,Q3,0.8792822222222223,No,0,0,-246770,Medium risk (one factor),No default
27289,Male,University,Married,31,31-40,360000,Q5 (highest),0.7181875,No,0,0,8263,Medium risk (one factor),Default
27290,Male,Graduate school,Married,35,31-40,230000,Q4,0.0106420289855072,No,0,0,985,Low risk (neither),No default
27291,Male,University,Others,35,31-40,240000,Q4,0.0579840277777777,No,0,0,-495,Low risk (neither),No default
27292,Male,Graduate school,Married,40,31-40,420000,Q5 (highest),0.0064432539682539,Yes,2,2,0,Medium risk (one factor),No default
27293,Male,Graduate school,Married,37,31-40,450000,Q5 (highest),0.0447081481481481,No,0,0,-19810,Low risk (neither),No default
27294,Male,High school,Single,34,31-40,10000,Q1 (lowest),0.9207833333333334,No,0,0,700,Medium risk (one factor),No default
27295,Male,University,Married,30,21-30,100000,Q2,0.1769233333333333,No,0,0,1641,Low risk (neither),No default
27296,Male,Graduate school,Married,45,41-50,180000,Q3,0.0,Yes,1,1,0,Medium risk (one factor),Default
27297,Male,High school,Single,43,41-50,10000,Q1 (lowest),0.8809,No,0,0,772,Medium risk (one factor),No default
27298,Male,High school,Single,43,41-50,20000,Q1 (lowest),0.909475,No,0,0,817,Medium risk (one factor),Default
27299,Male,Graduate school,Single,32,31-40,50000,Q1 (lowest),0.3748,Yes,3,4,3500,High risk (delayed + high util),Default
27300,Male,Graduate school,Single,32,31-40,250000,Q4,0.1694246666666666,No,0,0,74081,Low risk (neither),No default
27301,Male,University,Married,48,41-50,150000,Q3,0.6310677777777778,No,0,0,2417,Medium risk (one factor),No default
27302,Male,University,Single,30,21-30,30000,Q1 (lowest),0.7711111111111111,No,0,0,-1144,Medium risk (one factor),No default
27303,Male,Graduate school,Married,31,31-40,500000,Q5 (highest),0.706176,No,0,0,30000,Medium risk (one factor),No default
27304,Male,Graduate school,Single,31,31-40,120000,Q3,0.5758069444444444,No,0,0,0,Medium risk (one factor),No default
27305,Male,Graduate school,Single,31,31-40,200000,Q4,0.1271158333333333,No,0,0,-2732,Low risk (neither),No default
27306,Male,High school,Married,44,41-50,340000,Q5 (highest),0.3256720588235294,No,0,0,650,Medium risk (one factor),No default
27307,Male,University,Single,44,41-50,20000,Q1 (lowest),0.8265083333333334,No,0,0,-657,Medium risk (one factor),No default
27308,Male,University,Married,37,31-40,20000,Q1 (lowest),0.3744416666666667,No,0,0,1102,Medium risk (one factor),No default
27309,Male,High school,Single,33,31-40,20000,Q1 (lowest),0.8845,Yes,2,6,-1000,High risk (delayed + high util),No default
27310,Male,Graduate school,Single,34,31-40,220000,Q4,0.2014265151515151,No,0,0,5021,Low risk (neither),No default
27311,Male,University,Married,34,31-40,20000,Q1 (lowest),0.1498583333333333,No,0,0,1910,Low risk (neither),No default
27312,Male,University,Married,30,21-30,280000,Q5 (highest),0.0026708333333333,Yes,3,2,-326,Medium risk (one factor),No default
27313,Male,Graduate school,Married,49,41-50,400000,Q5 (highest),0.0610375,No,0,0,58265,Low risk (neither),No default
27314,Male,Graduate school,Single,45,41-50,310000,Q5 (highest),0.9462602150537636,No,0,0,-13025,Medium risk (one factor),No default
27315,Male,Graduate school,Married,37,31-40,30000,Q1 (lowest),0.9779333333333332,No,0,0,1598,Medium risk (one factor),Default
27316,Male,University,Single,38,31-40,80000,Q2,0.7692083333333333,No,0,0,3412,Medium risk (one factor),No default
27317,Male,Others,Single,44,41-50,10000,Q1 (lowest),0.8966666666666666,No,0,0,1147,Medium risk (one factor),No default
27318,Male,High school,Others,47,41-50,70000,Q2,0.7851380952380952,No,0,0,314,Medium risk (one factor),No default
27319,Male,Graduate school,Single,37,31-40,390000,Q5 (highest),0.0020478632478632,No,0,0,-490,Low risk (neither),No default
27320,Male,High school,Married,43,41-50,340000,Q5 (highest),0.8176416666666667,Yes,2,2,10000,High risk (delayed + high util),No default
27321,Male,Graduate school,Married,41,41-50,180000,Q3,0.6579287037037037,Yes,2,5,1000,High risk (delayed + high util),Default
27322,Male,Graduate school,Married,31,31-40,100000,Q2,0.312565,No,0,0,-25206,Medium risk (one factor),Default
27323,Male,University,Single,37,31-40,360000,Q5 (highest),0.0139162037037037,No,0,0,22311,Low risk (neither),No default
27324,Male,High school,Single,44,41-50,50000,Q1 (lowest),0.8017166666666667,Yes,2,1,762,High risk (delayed + high util),No default
27325,Male,University,Single,33,31-40,360000,Q5 (highest),0.1401009259259259,No,0,0,22694,Low risk (neither),No default
27326,Male,University,Single,39,31-40,50000,Q1 (lowest),0.3983066666666666,No,0,0,1600,Medium risk (one factor),No default
27327,Male,University,Married,35,31-40,150000,Q3,0.887711111111111,No,0,0,4926,Medium risk (one factor),No default
27328,Male,High school,Married,30,21-30,20000,Q1 (lowest),0.5520916666666666,No,0,0,500,Medium risk (one factor),No default
27329,Male,Graduate school,Married,44,41-50,150000,Q3,0.89464,No,0,0,-995,Medium risk (one factor),Default
27330,Male,High school,Married,42,41-50,50000,Q1 (lowest),0.9565566666666668,No,0,0,-700,Medium risk (one factor),No default
27331,Male,University,Married,40,31-40,500000,Q5 (highest),0.0123833333333333,No,0,0,4082,Low risk (neither),No default
27332,Male,University,Married,39,31-40,280000,Q5 (highest),0.0145321428571428,No,0,0,4172,Low risk (neither),No default
27333,Male,University,Married,49,41-50,270000,Q4,0.5541358024691357,Yes,2,1,2100,High risk (delayed + high util),No default
27334,Male,University,Single,42,41-50,110000,Q3,0.5944621212121213,Yes,2,2,5150,High risk (delayed + high util),No default
27335,Male,University,Single,31,31-40,280000,Q5 (highest),0.4333005952380953,No,0,0,562,Medium risk (one factor),No default
27336,Male,University,Married,33,31-40,200000,Q4,0.0437558333333333,No,0,0,-5421,Low risk (neither),No default
27337,Male,University,Single,37,31-40,30000,Q1 (lowest),0.7109722222222222,Yes,2,3,3700,High risk (delayed + high util),Default
27338,Male,High school,Married,44,41-50,130000,Q3,0.9047076923076924,No,0,0,787,Medium risk (one factor),No default
27339,Male,Graduate school,Single,33,31-40,440000,Q5 (highest),0.0236931818181818,No,0,0,15152,Low risk (neither),No default
27340,Male,University,Married,37,31-40,170000,Q3,0.4807039215686274,Yes,2,2,-5000,High risk (delayed + high util),No default
27341,Male,Graduate school,Single,38,31-40,50000,Q1 (lowest),0.77926,No,0,0,0,Medium risk (one factor),No default
27342,Male,High school,Married,40,31-40,120000,Q3,0.4909513888888889,No,0,0,60308,Medium risk (one factor),No default
27343,Male,Graduate school,Single,37,31-40,500000,Q5 (highest),0.067774,No,0,0,1309,Low risk (neither),No default
27344,Male,Graduate school,Single,31,31-40,120000,Q3,0.0447291666666666,No,0,0,2647,Low risk (neither),No default
27345,Male,University,Married,33,31-40,180000,Q3,0.4221453703703704,No,0,0,5609,Medium risk (one factor),No default
27346,Male,Graduate school,Single,33,31-40,350000,Q5 (highest),0.0065233333333333,No,0,0,985,Low risk (neither),Default
27347,Male,University,Single,30,21-30,20000,Q1 (lowest),0.666,No,0,0,2000,Medium risk (one factor),No default
27348,Male,University,Married,39,31-40,160000,Q3,0.1065854166666666,Yes,2,1,258,Medium risk (one factor),Default
27349,Male,Graduate school,Married,37,31-40,290000,Q5 (highest),0.0106948275862068,No,0,0,-370,Low risk (neither),No default
27350,Male,University,Single,30,21-30,180000,Q3,0.0186898148148148,Yes,2,1,-16486,Medium risk (one factor),No default
27351,Male,Graduate school,Single,32,31-40,200000,Q4,0.0027558333333333,No,0,0,2182,Low risk (neither),Default
27352,Male,University,Married,39,31-40,210000,Q4,0.0068714285714285,No,0,0,0,Low risk (neither),No default
27353,Male,University,Single,30,21-30,70000,Q2,0.1727619047619047,Yes,1,1,7389,Medium risk (one factor),No default
27354,Male,University,Single,38,31-40,280000,Q5 (highest),0.5983785714285714,Yes,2,4,3392,High risk (delayed + high util),Default
27355,Male,High school,Single,31,31-40,120000,Q3,-0.0163111111111111,Yes,1,1,3,Medium risk (one factor),Default
27356,Male,Graduate school,Single,45,41-50,260000,Q4,0.0075032051282051,No,0,0,-3661,Low risk (neither),No default
27357,Male,Graduate school,Single,31,31-40,340000,Q5 (highest),0.976120588235294,No,0,0,2000,Medium risk (one factor),No default
27358,Male,Graduate school,Single,29,21-30,260000,Q4,0.191951923076923,No,0,0,1000,Low risk (neither),No default
27359,Male,Graduate school,Single,29,21-30,140000,Q3,0.2531773809523809,No,0,0,-447,Low risk (neither),No default
27360,Male,University,Married,36,31-40,140000,Q3,0.2444880952380952,Yes,1,1,-32000,Medium risk (one factor),No default
27361,Male,University,Married,38,31-40,200000,Q4,0.9603116666666668,Yes,2,4,9000,High risk (delayed + high util),No default
27362,Male,University,Single,43,41-50,50000,Q1 (lowest),0.4302,No,0,0,1293,Medium risk (one factor),Default
27363,Male,University,Single,27,21-30,130000,Q3,0.0439871794871794,No,0,0,1400,Low risk (neither),No default
27364,Male,Graduate school,Single,27,21-30,130000,Q3,0.1532102564102564,No,0,0,2000,Low risk (neither),No default
27365,Male,University,Single,28,21-30,50000,Q1 (lowest),0.5754933333333334,Yes,2,1,460,High risk (delayed + high util),No default
27366,Male,High school,Married,28,21-30,20000,Q1 (lowest),0.9265916666666666,Yes,2,1,-7250,High risk (delayed + high util),No default
27367,Male,Graduate school,Single,28,21-30,390000,Q5 (highest),0.0542961538461538,No,0,0,4000,Low risk (neither),No default
27368,Male,University,Single,28,21-30,50000,Q1 (lowest),0.9275766666666668,Yes,2,5,-888,High risk (delayed + high util),No default
27369,Male,University,Single,29,21-30,30000,Q1 (lowest),0.8328055555555556,Yes,2,2,-958,High risk (delayed + high util),No default
27370,Male,University,Married,33,31-40,240000,Q4,0.3141423611111111,No,0,0,4769,Medium risk (one factor),No default
27371,Male,Graduate school,Single,31,31-40,180000,Q3,0.0373527777777777,No,0,0,-2712,Low risk (neither),No default
27372,Male,Graduate school,Single,31,31-40,420000,Q5 (highest),0.066931746031746,No,0,0,13725,Low risk (neither),No default
27373,Male,Graduate school,Single,33,31-40,120000,Q3,0.4551777777777778,Yes,2,1,-500,High risk (delayed + high util),Default
27374,Male,Graduate school,Single,34,31-40,450000,Q5 (highest),0.0092551851851851,No,0,0,1830,Low risk (neither),No default
27375,Male,Graduate school,Single,34,31-40,20000,Q1 (lowest),0.185575,No,0,0,1000,Low risk (neither),Default
27376,Male,University,Married,35,31-40,360000,Q5 (highest),0.0020402777777777,No,0,0,0,Low risk (neither),Default
27377,Male,University,Single,40,31-40,350000,Q5 (highest),0.0423209523809523,No,0,0,1277,Low risk (neither),No default
27378,Male,High school,Single,44,41-50,180000,Q3,0.8026351851851853,No,0,0,2000,Medium risk (one factor),No default
27379,Male,University,Married,41,41-50,410000,Q5 (highest),0.6613085365853658,No,0,0,16000,Medium risk (one factor),No default
27380,Male,High school,Married,36,31-40,50000,Q1 (lowest),0.7641833333333333,No,0,0,1450,Medium risk (one factor),No default
27381,Male,High school,Married,36,31-40,430000,Q5 (highest),0.0904875968992248,No,0,0,3000,Low risk (neither),No default
27382,Male,High school,Others,48,41-50,200000,Q4,0.0545083333333333,No,0,0,4780,Low risk (neither),No default
27383,Male,Graduate school,Single,35,31-40,180000,Q3,0.2091574074074074,No,0,0,3022,Low risk (neither),No default
27384,Male,Graduate school,Married,35,31-40,200000,Q4,0.3395008333333333,No,0,0,-60238,Medium risk (one factor),No default
27385,Male,University,Married,35,31-40,160000,Q3,0.9248541666666666,Yes,2,3,6800,High risk (delayed + high util),Default
27386,Male,University,Married,47,41-50,100000,Q2,0.7673716666666667,No,0,0,-291,Medium risk (one factor),No default
27387,Male,University,Single,44,41-50,140000,Q3,0.62945,Yes,2,1,-354,High risk (delayed + high util),Default
27388,Male,University,Married,43,41-50,120000,Q3,0.0235569444444444,No,0,0,2816,Low risk (neither),No default
27389,Male,Graduate school,Single,37,31-40,360000,Q5 (highest),0.0019930555555555,Yes,1,1,140,Medium risk (one factor),No default
27390,Male,Graduate school,Married,41,41-50,120000,Q3,0.5668680555555556,No,0,0,-2200,Medium risk (one factor),Default
27391,Male,Graduate school,Married,37,31-40,310000,Q5 (highest),0.0483209677419354,No,0,0,-48,Low risk (neither),No default
27392,Male,Graduate school,Married,44,41-50,180000,Q3,0.0834574074074074,No,0,0,-2565,Low risk (neither),No default
27393,Male,University,Married,46,41-50,160000,Q3,0.6970354166666667,No,0,0,0,Medium risk (one factor),No default
27394,Male,University,Married,48,41-50,50000,Q1 (lowest),0.79847,Yes,2,1,2578,High risk (delayed + high util),Default
27395,Male,University,Married,40,31-40,300000,Q5 (highest),0.1069894444444444,No,0,0,-2000,Low risk (neither),No default
27396,Male,High school,Married,43,41-50,500000,Q5 (highest),0.087209,No,0,0,4060,Low risk (neither),No default
27397,Male,University,Married,39,31-40,230000,Q4,0.019263768115942,Yes,2,2,18675,Medium risk (one factor),No default
27398,Male,High school,Married,45,41-50,300000,Q5 (highest),0.0021977777777777,Yes,2,1,390,Medium risk (one factor),No default
27399,Male,University,Single,41,41-50,180000,Q3,0.0016759259259259,No,0,0,900,Low risk (neither),No default
27400,Male,University,Married,45,41-50,280000,Q5 (highest),0.0043107142857142,No,0,0,0,Low risk (neither),No default
27401,Male,High school,Single,47,41-50,20000,Q1 (lowest),0.1052583333333333,No,0,0,-996,Low risk (neither),No default
27402,Male,Graduate school,Married,37,31-40,360000,Q5 (highest),0.0298717592592592,No,0,0,-1069,Low risk (neither),No default
27403,Male,University,Others,37,31-40,20000,Q1 (lowest),0.9461666666666666,No,0,0,1000,Medium risk (one factor),No default
27404,Male,Graduate school,Married,35,31-40,250000,Q4,0.2131366666666666,No,0,0,5000,Low risk (neither),No default
27405,Male,Graduate school,Married,45,41-50,120000,Q3,0.9879166666666668,No,0,0,5700,Medium risk (one factor),No default
27406,Male,Others,Others,44,41-50,100000,Q2,0.3364316666666666,Yes,2,2,-3000,High risk (delayed + high util),No default
27407,Male,High school,Married,47,41-50,50000,Q1 (lowest),0.29166,Yes,2,1,1000,High risk (delayed + high util),No default
27408,Male,High school,Single,31,31-40,470000,Q5 (highest),0.0097010638297872,Yes,2,1,3500,Medium risk (one factor),No default
27409,Male,University,Married,45,41-50,80000,Q2,0.27525625,No,0,0,40000,Low risk (neither),No default
27410,Male,University,Single,29,21-30,110000,Q3,0.2705712121212121,No,0,0,-3002,Low risk (neither),No default
27411,Male,University,Single,30,21-30,280000,Q5 (highest),0.7726642857142857,No,0,0,6000,Medium risk (one factor),No default
27412,Male,Graduate school,Married,37,31-40,200000,Q4,0.0095508333333333,No,0,0,-1534,Low risk (neither),No default
27413,Male,High school,Married,45,41-50,170000,Q3,0.2176166666666666,No,0,0,8000,Low risk (neither),No default
27414,Male,University,Married,41,41-50,60000,Q2,0.4859916666666666,Yes,1,1,54852,High risk (delayed + high util),No default
27415,Male,University,Married,36,31-40,180000,Q3,1.0154935185185183,No,0,0,0,Medium risk (one factor),No default
27416,Male,University,Married,43,41-50,300000,Q5 (highest),0.0,No,0,0,0,Low risk (neither),Default
27417,Male,University,Married,40,31-40,150000,Q3,0.6535577777777778,No,0,0,4500,Medium risk (one factor),Default
27418,Male,Graduate school,Single,39,31-40,210000,Q4,0.0286111111111111,No,0,0,-6626,Low risk (neither),No default
27419,Male,High school,Single,37,31-40,50000,Q1 (lowest),0.7046033333333332,No,0,0,44781,Medium risk (one factor),No default
27420,Male,Graduate school,Married,45,41-50,50000,Q1 (lowest),0.0078,No,0,0,0,Low risk (neither),Default
27421,Male,University,Married,35,31-40,300000,Q5 (highest),0.0,No,0,0,0,Low risk (neither),No default
27422,Male,University,Married,43,41-50,80000,Q2,0.72816875,No,0,0,1500,Medium risk (one factor),No default
27423,Male,University,Single,31,31-40,170000,Q3,0.8440019607843138,No,0,0,163519,Medium risk (one factor),No default
27424,Male,High school,Married,44,41-50,50000,Q1 (lowest),0.30422,No,0,0,877,Medium risk (one factor),No default
27425,Male,University,Married,40,31-40,140000,Q3,0.9078333333333334,No,0,0,1245,Medium risk (one factor),Default
27426,Male,University,Married,36,31-40,350000,Q5 (highest),0.0704761904761904,No,0,0,474,Low risk (neither),Default
27427,Male,University,Married,45,41-50,20000,Q1 (lowest),-0.14985,No,0,0,836,Low risk (neither),No default
27428,Male,Graduate school,Single,32,31-40,170000,Q3,0.0082039215686274,Yes,2,2,0,Medium risk (one factor),Default
27429,Male,High school,Single,40,31-40,20000,Q1 (lowest),0.7604166666666667,No,0,0,1590,Medium risk (one factor),Default
27430,Male,University,Married,44,41-50,240000,Q4,0.0811909722222222,No,0,0,400,Low risk (neither),No default
27431,Male,University,Married,40,31-40,50000,Q1 (lowest),0.6161933333333334,No,0,0,600,Medium risk (one factor),Default
27432,Male,University,Married,41,41-50,230000,Q4,1.0332217391304348,No,0,0,4179,Medium risk (one factor),Default
27433,Male,Graduate school,Married,35,31-40,100000,Q2,0.0606233333333333,Yes,2,2,4,Medium risk (one factor),No default
27434,Male,Graduate school,Single,45,41-50,300000,Q5 (highest),0.0875116666666666,No,0,0,-1122,Low risk (neither),No default
27435,Male,University,Married,42,41-50,90000,Q2,0.500287037037037,No,0,0,5000,Medium risk (one factor),Default
27436,Male,Graduate school,Single,32,31-40,210000,Q4,0.6156563492063492,No,0,0,-5000,Medium risk (one factor),No default
27437,Male,University,Single,44,41-50,50000,Q1 (lowest),0.16389,No,0,0,800,Low risk (neither),No default
27438,Male,University,Married,46,41-50,400000,Q5 (highest),0.3041583333333333,No,0,0,3000,Medium risk (one factor),No default
27439,Male,Graduate school,Married,37,31-40,300000,Q5 (highest),0.0749238888888888,No,0,0,9629,Low risk (neither),No default
27440,Male,Graduate school,Single,32,31-40,150000,Q3,0.8724222222222222,Yes,2,6,1200,High risk (delayed + high util),No default
27441,Male,Graduate school,Married,35,31-40,500000,Q5 (highest),0.8860476666666667,Yes,2,1,9904,High risk (delayed + high util),Default
27442,Male,University,Single,38,31-40,300000,Q5 (highest),0.0015166666666666,Yes,3,3,1020,Medium risk (one factor),Default
27443,Male,Graduate school,Married,45,41-50,300000,Q5 (highest),0.0,Yes,1,1,0,Medium risk (one factor),No default
